raw_message_id,parse_status,reply_to_message_id,raw_text,warning_text,warnings_summary,primary_intent,intents,action_types,actions_structured_summary,symbol,direction,market_type,completeness,confidence,parser_used,parser_mode,status,entry_plan_type,entry_structure,has_averaging_plan,entry_count,entries_summary,stop_loss_price,tp_prices,tp_count,signal_id,target_refs,target_refs_count,linking_strategy,notes_summary,links_count,hashtags_count,validation_warning_count,diagnostics_summary
483,PARSED,,"Trader [ #D]

MUBARAKUSDT Short  РИСК 0,5
Вход по рынку  0.015245
Sl: 0.015531
Tp1: 0.014923
Tp2: 0.013575",,,NS_CREATE_SIGNAL,NS_CREATE_SIGNAL,CREATE_SIGNAL,CREATE_SIGNAL(side=SHORT; take_profits=0.014923 | 0.013575; entries=0.015245),MUBARAKUSDT,SHORT,,,0.82,,,,SINGLE,ONE_SHOT,False,1,ENTRY:MARKET:0.015245,0.015531,0.014923 | 0.013575,2,483,,0,,,0,0,0,
459,PARSED,,"Trader [ #D]

AAVEUSDT Short  РИСК 0,5
Вход по рынку  115.04
Sl: 116.24
Tp1: 112.9
Tp2: 104.68",,,NS_CREATE_SIGNAL,NS_CREATE_SIGNAL,CREATE_SIGNAL,CREATE_SIGNAL(side=SHORT; take_profits=112.9 | 104.68; entries=115.04),AAVEUSDT,SHORT,,,0.82,,,,SINGLE,ONE_SHOT,False,1,ENTRY:MARKET:115.04,116.24,112.9 | 104.68,2,459,,0,,,0,0,0,
412,PARSED,,"Trader [ #D]

Kiteusdt Short  РИСК 0,5
Вход по рынку 
Sl: 0.28281
Tp1:0.26261
Tp 2:0.2242
Tp3: 0.18147",,,NS_CREATE_SIGNAL,NS_CREATE_SIGNAL,CREATE_SIGNAL,CREATE_SIGNAL(side=SHORT; take_profits=0.26261 | 0.2242 | 0.18147),KITEUSDT,SHORT,,,0.82,,,,SINGLE_MARKET,ONE_SHOT,False,1,ENTRY:MARKET,0.28281,0.26261 | 0.2242 | 0.18147,3,412,,0,,,0,0,0,
404,PARSED,,"Trader [ #D]

CVXUSDT Short  РИСК 0,5
Вход по рынку 
Sl: 2.099
Tp1: 2.023
Tp 2: 1.988",,,NS_CREATE_SIGNAL,NS_CREATE_SIGNAL,CREATE_SIGNAL,CREATE_SIGNAL(side=SHORT; take_profits=2.023 | 1.988),CVXUSDT,SHORT,,,0.82,,,,SINGLE_MARKET,ONE_SHOT,False,1,ENTRY:MARKET,2.099,2.023 | 1.988,2,404,,0,,,0,0,0,
352,PARSED,,"Trader [ #D]

KERNELUSDT Short  РИСК 0,5
Вход по рынку 0.09459
Sl: 0.09818
Tp1: 0.09046
Tp2: 0.07308
Tp3: 0.05697",,,NS_CREATE_SIGNAL,NS_CREATE_SIGNAL,CREATE_SIGNAL,CREATE_SIGNAL(side=SHORT; take_profits=0.09046 | 0.07308 | 0.05697; entries=0.09459),KERNELUSDT,SHORT,,,0.82,,,,SINGLE,ONE_SHOT,False,1,ENTRY:MARKET:0.09459,0.09818,0.09046 | 0.07308 | 0.05697,3,352,,0,,,0,0,0,
340,PARSED,,"Trader [ #D]

KERNELUSDT Short  РИСК 0,5
Вход по рынку 
Sl: 0.09859
Tp1: 0.09508
Tp2: 0.09271",,,NS_CREATE_SIGNAL,NS_CREATE_SIGNAL,CREATE_SIGNAL,CREATE_SIGNAL(side=SHORT; take_profits=0.09508 | 0.09271),KERNELUSDT,SHORT,,,0.82,,,,SINGLE_MARKET,ONE_SHOT,False,1,ENTRY:MARKET,0.09859,0.09508 | 0.09271,2,340,,0,,,0,0,0,
328,PARSED,,"Trader [ #D]

PIXELUSDT Short  РИСК 0,5
Вход по рынку 0.006453
Sl: 0.00666
TP1 : 0.006126
TP2 : 0.005671",,,NS_CREATE_SIGNAL,NS_CREATE_SIGNAL,CREATE_SIGNAL,CREATE_SIGNAL(side=SHORT; take_profits=0.006126 | 0.005671; entries=0.006453),PIXELUSDT,SHORT,,,0.82,,,,SINGLE,ONE_SHOT,False,1,ENTRY:MARKET:0.006453,0.00666,0.006126 | 0.005671,2,328,,0,,,0,0,0,
316,PARSED,,"Trader [ #D]

PIXELUSDT Short  РИСК 0,5
Вход по рынку 0.015719
Sl: 0.017962
Tp1;0.013257
Tp2: 0.009563",,,NS_CREATE_SIGNAL,NS_CREATE_SIGNAL,CREATE_SIGNAL,CREATE_SIGNAL(side=SHORT; take_profits=0.013257 | 0.009563; entries=0.015719),PIXELUSDT,SHORT,,,0.82,,,,SINGLE,ONE_SHOT,False,1,ENTRY:MARKET:0.015719,0.017962,0.013257 | 0.009563,2,316,,0,,,0,0,0,
311,PARSED,,"Trader [ #D]

COMPUSDT Short  РИСК 0,5
Вход по рынку 18,458
SL: 18.950
TP1: 17.944
TP2: 17.290",,,NS_CREATE_SIGNAL,NS_CREATE_SIGNAL,CREATE_SIGNAL,CREATE_SIGNAL(side=SHORT; take_profits=17.944 | 17.29; entries=18.458),COMPUSDT,SHORT,,,0.82,,,,SINGLE,ONE_SHOT,False,1,ENTRY:MARKET:18.458,18.95,17.944 | 17.29,2,311,,0,,,0,0,0,
300,PARSED,,"Trader [ #D]

OGNUSDT Short  РИСК 0,5
Вход по рынку  : 0.030398
Sl : 0.033454
TP1: 0.0245
TP2: 0.02024",,,NS_CREATE_SIGNAL,NS_CREATE_SIGNAL,CREATE_SIGNAL,CREATE_SIGNAL(side=SHORT; take_profits=0.0245 | 0.02024),OGNUSDT,SHORT,,,0.82,,,,SINGLE_MARKET,ONE_SHOT,False,1,ENTRY:MARKET,0.033454,0.0245 | 0.02024,2,300,,0,,,0,0,0,
